"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes"
"ts343430","The 7 Lives of Lea","SHOW","After finding a young man's remains, Léa wakes up in the 90s and body swaps seven times as she tries to solve the mystery of his death — and prevent it.",2022,"TV-MA",41,"['drama', 'thriller', 'crime', 'fantasy']","['FR']",1,7.5,1196
"tm986168","The Guilty","MOVIE","A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.",2021,"R",90,"['drama', 'thriller', 'action', 'crime']","['US']",NA,6.3,113483
"ts232107","The Silent Sea","SHOW","During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",2021,"TV-MA",45,"['horror', 'drama', 'scifi', 'thriller']","['KR']",1,6.9,18548
"ts237713","Sweet Tooth","SHOW","On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",2021,"TV-14",45,"['scifi', 'drama', 'fantasy', 'action']","['US']",2,7.8,49182
"tm1033470","Till Death","MOVIE","After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",2021,"R",89,"['horror', 'thriller']","['US']",NA,5.8,19029
"ts300391","Clickbait","SHOW","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",2021,"TV-MA",46,"['thriller', 'crime', 'drama']","['AU', 'US']",1,7.2,50140
"ts234817","In from the Cold","SHOW","Exposed as an ex-Russian spy, an American single mom must juggle family life and unique shape-shifting skills in a battle against an insidious enemy.",2022,"TV-MA",49,"['drama', 'scifi', 'thriller', 'action', 'crime']","['US']",1,6.2,6663
"ts279892","Ginny & Georgia","SHOW","Angsty and awkward fifteen year old Ginny Miller often feels more mature than her thirty year old mother, the irresistible and dynamic Georgia Miller. After years on the run, Georgia desperately wants to put down roots in picturesque New England and give her family something they've never had... a normal life. But it's not all carpool and Kombucha as Georgia's past threatens her and her family's new way of life... and Georgia will do anything to protect her family.",2021,"TV-14",54,"['drama', 'comedy']","['US']",1,7.4,44573
"tm946869","Texas Chainsaw Massacre","MOVIE","In this sequel, influencers looking to breathe new life into a Texas ghost town encounter Leatherface, an infamous killer who wears a mask of human skin.",2022,"R",83,"['thriller', 'crime', 'horror']","['US']",NA,4.8,45810
"tm471968","Passing","MOVIE","In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",2021,"PG-13",98,"['drama', 'thriller']","['GB', 'US', 'CA']",NA,6.7,13553
"tm1138477","Downfall: The Case Against Boeing","MOVIE","Investigators reveal how Boeing’s alleged priority of profit over safety could have contributed to two catastrophic crashes within months of each other.",2022,"R",89,"['documentation']","['US']",NA,7.4,9428
"ts311985","Inside Job","SHOW","For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",2021,"TV-MA",28,"['comedy', 'fantasy', 'scifi', 'animation']","['US']",1,7.6,15137
"ts250998","Dirty Lines","SHOW","The story of Dirty Lines starts in 1987's Amsterdam, at a time when Dutch society was changing rapidly. Psychology student Marly Salomon takes on a side job working for a brand new firm: Teledutch - a company started by two brothers, Frank and Ramon Stigter, who established Europe’s first erotic telephone lines. Frank and Ramon become rich overnight and Marly finds herself immersed in this wild and rapid transformation. The final years of the Cold War sparked a sense of hope and inspired a new generation to celebrate life to its fullest. Amsterdam became the center of that cultural revolution with a radically new form of music: house and a new love drug: XTC. The erotic phone lines offer the opportunity to experience anonymous sex in a new way, changing the morality of its consumers, but also very much the people creating it.",2022,"TV-MA",46,"['drama', 'history']","['NL']",1,7.3,717
"ts331681","Trivia Quest","SHOW","History, art, science, pop culture and more — quiz yourself across varying levels of difficulty in this interactive trivia series.",2022,"TV-G",9,"['family', 'fantasy', 'animation']","['US']",1,5.6,176
"tm1048362","Army of Thieves","MOVIE","A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.",2021,"R",127,"['comedy', 'horror', 'action', 'crime', 'thriller', 'romance', 'scifi']","['DE', 'US']",NA,6.4,71036
"tm501313","Gunpowder Milkshake","MOVIE","Three generations of women fight back against those who could take everything from them.",2021,"R",114,"['action', 'crime', 'thriller']","['FR', 'DE', 'US']",NA,6,40888
"tm1110527","Captain Nova","MOVIE","A fighter pilot travels back in time to save the future world from environmental disaster, but a side-effect turns her young again and no-one takes her seriously.",2021,"",86,"['scifi', 'family']","['NL']",NA,5.5,960
"tm983723","The Sparks Brothers","MOVIE","Take a musical odyssey through five weird and wonderful decades with brothers Ron & Russell Mael, celebrating the inspiring legacy of Sparks: your favorite band’s favorite band.",2021,"R",140,"['documentation', 'music', 'comedy', 'history']","['GB', 'US']",NA,7.8,4416
"ts225645","The Chair","SHOW","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",2021,"TV-MA",30,"['drama', 'comedy']","['US']",1,7.2,15894
"tm1046026","The Trip","MOVIE","A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",2021,"",113,"['comedy', 'thriller', 'horror', 'action']","['NO']",NA,6.9,19706
"ts296472","The Chestnut Man","SHOW","At a grisly murder scene sits a figurine made of chestnuts. From this creepy clue, two detectives hunt a killer linked to a politician's missing child.",2021,"TV-MA",55,"['crime', 'drama', 'thriller']","['DK']",1,7.7,41253
"tm1022103","Outlaws","MOVIE","Introverted Girona student Nacho meets two delinquents from the city's Chinatown and gets caught up in a summer onslaught of burglaries and hold ups that will change his life.",2021,"R",125,"['crime', 'thriller', 'action']","['ES']",NA,6.9,3722
"tm456513","Army of the Dead","MOVIE","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,"R",148,"['horror', 'thriller', 'crime', 'scifi', 'action']","['US']",NA,5.7,166882
"ts321513","My Liberation Notes","SHOW","Three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their unremarkable lives.",2022,"TV-14",62,"['drama', 'romance']","['KR']",1,8.4,276
"ts311989","jeen-yuhs","SHOW","Kanye West docu-series, over 20 years in the making",2022,"TV-MA",93,"['documentation', 'music']","['US']",1,8.1,7269
"ts310057","True Story","SHOW","A world-famous comedian desperately searches for a way out after a night in Philadelphia with his brother threatens to sabotage more than his success.",2021,"TV-MA",39,"['drama', 'thriller', 'comedy', 'crime']","['US']",1,7.5,16927
"tm1119272","14 Peaks: Nothing Is Impossible","MOVIE","In 2019, Nepalese mountain climber Nirmal “Nims” Purja set out to do the unthinkable by climbing the world’s fourteen highest summits in less than seven months. (The previous record was eight years). He called the effort “Project Possible 14/7” and saw it as a way to inspire others to strive for greater heights in any pursuit. The film follows his team as they seek to defy naysayers and push the limits of human endurance.",2021,"",101,"['documentation', 'sport']","['US']",NA,7.8,22858
"ts225657","Halston","SHOW","American fashion designer Halston skyrockets to fame before his life starts to spin out of control.",2021,"TV-MA",47,"['drama']","['US']",1,7.5,14040
"tm1038686","Bo Burnham: Inside","MOVIE","Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",2021,"R",87,"['comedy', 'drama', 'music', 'reality']","['US']",NA,8.7,44074
"tm855839","The Shadow in My Eye","MOVIE","On March 21st, 1945, the British Royal Air Force set out on a mission to bomb Gestapo's headquarters in Copenhagen. The raid had fatal consequences as some of the bombers accidentally targeted a school and more than 120 people were killed, 86 of whom were children.",2021,"",107,"['drama', 'history', 'war']","['DK']",NA,7.3,8270
"ts255037","Resident Evil: Infinite Darkness","SHOW","Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",2021,"TV-MA",27,"['action', 'scifi', 'horror', 'animation']","['US']",1,5.8,9500
"ts312984","Our Blues","SHOW","Romance is sweet and bitter — and life riddled with ups and downs — in multiple stories about people who live and work on bustling Jeju island.",2022,"TV-MA",68,"['drama']","['KR']",1,7.7,209
"ts95572","The Serpent","SHOW","The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail.",2021,"TV-MA",57,"['drama', 'thriller', 'crime']","['GB']",1,7.6,41782
"tm1179973","Trust No One: The Hunt for the Crypto King","MOVIE","When the young founder of a collapsing cryptocurrency exchange dies unexpectedly, irate investors suspect there's more to his death than meets the eye.",2022,"R",90,"['crime', 'documentation']","['GB']",NA,6.3,3850
"tm1046932","Kate","MOVIE","A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.",2021,"R",106,"['action', 'crime', 'drama', 'thriller']","['JP', 'TH', 'US']",NA,6.2,57689
"ts237972","Katla","SHOW","A year after a subglacial volcano erupts, mysterious elements from prehistoric times emerge from the melting ice, bringing unforeseen consequences.",2021,"TV-MA",46,"['scifi', 'thriller', 'drama']","['IS']",1,7,13095
"ts330347","Cracow Monsters","SHOW","A young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity — and fight demons.",2022,"TV-MA",52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']","['PL']",1,5.5,1492
"ts328541","The Puppet Master: Hunting the Ultimate Conman","SHOW","In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.",2022,"TV-MA",42,"['crime', 'documentation']","['GB']",1,7,5224
"ts302363","Twenty Five Twenty One","SHOW","The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,"TV-14",76,"['drama', 'romance']","['KR']",1,8.7,4081
"tm859005","Today We Fix the World","MOVIE","David Samaras, ""el Griego"", is the general producer of the popular talk show ""Hoy se arregla el mundo"", where supposedly ordinary people resolve relationship, couple, friendship, work, parent and child conflicts. The most enduring bond in his life is Benito, his 9-year-old son, the fruit of a casual relationship. The story changes completely when he learns that Benito is not his son. The search for the real dad will lead them to a crossroads much bigger than the one they set out to face.",2022,"",113,"['drama', 'comedy']","['AR']",NA,6.2,782
"tm1002815","Nightbooks","MOVIE","Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",2021,"",103,"['fantasy', 'horror', 'family']","['CA', 'US']",NA,5.7,8278
"ts88578","Firefly Lane","SHOW","For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",2021,"TV-MA",52,"['drama', 'romance']","['US']",1,7.4,20300
"tm817075","Furioza","MOVIE","An event from the past separates the fate of three friends. Unexpectedly, in the life of David (Mateusz Banasiuk) she appears again. Dzika (Weronika Ksiazkiewicz) - once the love of his life, now an experienced policewoman, makes him an offer that cannot be rejected. Either he becomes a police informant, or his brother (Wojciech Zielinski) will go to prison with a long-term sentence. Pressed against the wall, David finally succumbs, and his main goal becomes to infiltrate in an organized criminal group. Hitting the middle of a war for influence and money, he will have to face constant suspicion from Golden's old friend (Mateusz Damiecki). He will soon discover that the world from which he tried to free himself draws him in with redoubled strength.",2021,"",139,"['action', 'crime', 'drama']","['PL']",NA,6.2,3383
"tm1188819","Rumspringa - Ein Amish in Berlin","MOVIE","During a trip to Berlin, a young Amish in the middle of a rite of passage reconnects with his roots, explores other ways of life, falls in love — and faces a big decision.",2022,"",102,"['drama', 'comedy']","['DE']",NA,5.3,257
"tm1092958","No One Gets Out Alive","MOVIE","An immigrant in search of the American dream is forced to take a room in a boarding house and soon finds herself in a nightmare from which she can't escape.",2021,"R",85,"['thriller', 'horror', 'drama']","['RO', 'US']",NA,5.3,13913
"tm416779","The Woman in the Window","MOVIE","An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.",2021,"R",102,"['thriller', 'crime', 'drama']","['US']",NA,5.7,70886
"ts330425","The Principles of Pleasure","SHOW","Sex, joy and modern science converge in this eye-opening series that celebrates the complex world of women's pleasure — and puts stubborn myths to rest.",2022,"TV-MA",51,"['documentation']","['US']",1,4.7,64
"tm1187913","Honeymoon With My Mother","MOVIE","José Luis has been jilted at the altar but everything has its bright side, and he goes on a honeymoon with his mother. On this trip, he discovers he doesn't know his mother and he loves her.",2022,"",110,"['comedy']","['ES']",NA,5.8,1503
"tm1141439","Home Team","MOVIE","Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team.",2022,"PG",99,"['comedy', 'sport']","['US']",NA,6,16320
"tm1003630","After We Fell","MOVIE","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",2021,"R",99,"['drama', 'romance']","['FR', 'US']",NA,4.6,12339
"ts328194","My Name","SHOW","Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",2021,"TV-MA",50,"['thriller', 'action', 'crime', 'drama']","['KR']",1,7.8,18446
"tm1046627","Hypnotic","MOVIE","A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.",2021,"",88,"['horror', 'drama', 'thriller']","['CA']",NA,5.3,14887
"ts307649","Turning Point: 9/11 and the War on Terror","SHOW","Modern history can be divided into two time frames: before 9/11 and after 9/11. This five-part docuseries is a cohesive chronicle of the September 11, 2001 attacks on the U.S., offering illuminating perspectives and personal stories of how the catastrophic events of that day changed the course of the nation.",2021,"TV-14",62,"['war', 'history', 'documentation']","['US']",1,8,8881
"tm1046264","The Vault","MOVIE","When an engineer (Freddie Highmore) learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",2021,"R",118,"['action', 'thriller', 'crime', 'fantasy']","['ES']",NA,6.4,21511
"ts296214","How to Become a Tyrant","SHOW","To govern with an iron fist, it is necessary to know very well the game of absolute power. The documentary series explores different political figures throughout history.",2021,"TV-MA",27,"['war', 'history', 'documentation']","['US']",1,7.4,8041
"tm1185506","The Taming of the Shrewd","MOVIE","When a heartbroken scientist moves back home to start over, her scheming brother hires a handsome stranger to convince her to sell their land.",2022,"",112,"['romance', 'comedy']","['PL']",NA,4.6,630
"ts219423","Masters of the Universe: Revelation","SHOW","The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.",2021,"TV-PG",26,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'comedy']","['US']",2,5.2,26127
"tm992844","The Dig","MOVIE","As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎.",2021,"PG-13",112,"['drama', 'history']","['GB']",NA,7.1,71915
"ts108042","Maya and the Three","SHOW","A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.",2021,"TV-Y7",131,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']","['MX']",1,8.1,3597
"tm1075215","Aftermath","MOVIE","Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",2021,"",114,"['horror', 'thriller', 'drama']","['US']",NA,5.3,15125
"ts271413","Night Stalker: The Hunt for a Serial Killer","SHOW","Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",2021,"TV-MA",47,"['crime', 'documentation']","['US']",1,7.5,23939
"ts281062","The Girl from Oslo","SHOW","Pia and two Israelis are kidnapped by IS terrorists in the Sinai desert, and threatened with death if twelve IS prisoners are not released.",2021,"",31,"['drama', 'thriller']","['NO']",1,6.3,2973
"ts343427","Samurai Rabbit: The Usagi Chronicles","SHOW","A teenage rabbit aspiring to become a real samurai teams up with new warrior friends to protect their city from Yokai monsters, ninjas and evil aliens.",2022,"TV-Y7",25,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']","['US']",1,6.6,148
"tm1168932","Taylor Tomlinson: Look at You","MOVIE","Breakups. Therapy. Bangs. Taylor's gone through some stuff since her quarter-life crisis, and she spins her mental health journey into insightful comedy.",2022,"",60,"['comedy', 'documentation']","[]",NA,7.3,1707
"ts272980","The One","SHOW","Love -- and lies -- spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service.",2021,"TV-MA",42,"['crime', 'drama', 'scifi', 'thriller', 'action']","['GB']",1,6.6,12367
"tm1027081","Blood Red Sky","MOVIE","A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.",2021,"",121,"['fantasy', 'horror', 'thriller', 'action']","['GB', 'DE']",NA,6.1,44006
"tm974195","The Fable: The Killer Who Doesn't Kill","MOVIE","Akira is the legendary killer known as The Fable. Following the order of his boss and due to being overworked, he lives peacefully with his partner Yoko as ordinary siblings. Akira still works part-time at design company Octopus with CEO Takoda and employee Misaki. CEO Takoda and Misaki are unaware of Akira's background as an assassin.  Meanwhile, Utsubo is a representative for an NPO. But, Utsubo works with contract killer Suzuki to set people up for extortion purposes. They target someone at design company Octopus.",2021,"",132,"['comedy', 'action', 'thriller']","['JP']",NA,6.8,1282
"tm1021871","The Starling","MOVIE","After Lilly suffers a loss, a combative Starling takes nest beside her quiet home. The feisty bird taunts and attacks the grief-stricken Lilly. On her journey to expel the Starling, she rediscovers her will to live and capacity for love.",2021,"PG-13",102,"['comedy', 'drama', 'fantasy']","['US']",NA,6.3,11733
"tm841825","My Little Pony: A New Generation","MOVIE","Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",2021,"PG",91,"['fantasy', 'scifi', 'drama', 'comedy', 'family', 'animation', 'action']","['CA', 'IE', 'US']",NA,6.8,3468
"tm993670","Cosmic Sin","MOVIE","In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",2021,"R",88,"['scifi', 'action']","['US']",NA,2.5,12284
"ts314135","VOIR","SHOW","Film lovers examine the cinematic moments that thrilled, perplexed, challenged and forever changed them in this collection of visual essays.",2021,"TV-MA",20,"['documentation']","['US']",1,6.8,1255
"tm1151272","Beast","MOVIE","A former RAW officer, who is among the hostages in a mall taken over by terrorists, has to foil their plans and prevent the government from releasing a dreaded terrorist, who he had helped put in prison at great personal cost.",2022,"",162,"['thriller', 'comedy', 'crime', 'action']","['IN']",NA,6.8,19332
"tm1005109","Kingdom: Ashin of the North","MOVIE","Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""",2021,"",92,"['action', 'drama', 'fantasy', 'horror', 'thriller']","['KR']",NA,7.2,4890
"ts287559","Jupiter's Legacy","SHOW","As the world's first generation of superheroes (who received their powers in the 1930s) become the revered elder guard in the present, their superpowered children struggle to live up to the legendary feats of their parents.",2021,"TV-MA",45,"['scifi', 'action', 'drama', 'fantasy']","['US']",1,6.7,37235
"tm897466","The Summit of the Gods","MOVIE","A photojournalist’s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.",2021,"PG",95,"['animation', 'thriller', 'history', 'drama', 'sport']","['FR', 'LU']",NA,7.5,4458
"tm314863","Vivo","MOVIE","A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.",2021,"PG",95,"['comedy', 'animation', 'drama', 'family']","['US']",NA,6.7,17650
"tm841797","The Ice Road","MOVIE","After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",2021,"PG-13",103,"['thriller', 'drama', 'action']","['US']",NA,5.6,37401
"tm525645","Fear Street: Part One - 1994","MOVIE","A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.",2021,"",107,"['horror', 'drama']","['US']",NA,6.2,74672
"tm1141594","Brazen","MOVIE","Mystery writer Grace Miller has killer instincts when it comes to motive - and she'll need every bit of expertise to help solve her sister's murder.",2022,"",94,"['thriller', 'crime', 'drama', 'romance']","['US']",NA,4,11224
"tm1107225","Through My Window","MOVIE","Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022,"R",116,"['romance', 'comedy', 'drama']","['ES']",NA,5.4,7902
"ts271595","Crime Scene: The Vanishing at the Cecil Hotel","SHOW","The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.",2021,"TV-MA",55,"['documentation', 'crime', 'thriller']","['US']",1,5.9,16799
"tm993838","Long Story Short","MOVIE","Teddy wakes up the morning after his wedding to discover that he's jumped forward a year in his life to his first anniversary. Trapped in an endless cycle of time jumps, transported another year ahead every few minutes, he is faced with a race against time as his life crumbles around him.",2021,"R",90,"['fantasy', 'comedy', 'romance']","['AU']",NA,6.5,4664
"ts290643","Super Crooks","SHOW","Johnny Bolt recruits a group of ragtag supervillains for one last heist. Their target: A ruthless super-powered crime boss. What can go wrong?",2021,"TV-MA",30,"['scifi', 'drama', 'animation', 'action', 'crime', 'fantasy']","['JP']",1,7.1,1984
"ts329700","Life After Death with Tyler Henry","SHOW","Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family's past in an intimate reality series.",2022,"TV-MA",43,"['reality']","['US']",1,5.5,522
"tm1020820","Night Teeth","MOVIE","A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",2021,"",107,"['comedy', 'action', 'crime', 'drama', 'fantasy', 'horror', 'thriller']","['GB', 'US']",NA,5.6,16890
"tm1198745","Marmaduke","MOVIE","A legendary dog trainer believes he can transform Marmaduke from an undisciplined, but lovable dog, into the first Great Dane to win the World Dog Championship.",2022,"",88,"['comedy', 'animation']","['CA', 'US']",NA,3,276
"ts314594","Catching Killers","SHOW","The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",2021,"TV-MA",40,"['documentation', 'crime']","['US']",2,7.1,2908
"ts315611","Animal","SHOW","This immersive series follows the world's most magnificent creatures, capturing never-before-seen moments from the heartwarming to the outrageous.",2021,"TV-PG",45,"['documentation']","['US', 'BR']",2,7.9,857
"ts297483","Hometown Cha-Cha-Cha","SHOW","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021,"TV-14",78,"['comedy', 'romance', 'drama']","['KR']",1,8.5,9987
"tm833216","Things Heard & Seen","MOVIE","Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",2021,"",121,"['horror', 'thriller', 'drama']","['US']",NA,5.3,29915
"ts343251","Green Mothers' Club","SHOW","Five moms in a competitive grade school community keep their enemies close, and one another closer, as envy and secrets tangle and unravel their lives.",2022,"",69,"['drama']","['KR']",1,7.1,38
"tm458292","Space Sweepers","MOVIE","When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",2021,"R",136,"['scifi', 'fantasy', 'action', 'drama']","['KR']",NA,6.5,24659
"tm981945","The Last Letter From Your Lover","MOVIE","A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.",2021,"",110,"['romance', 'drama']","['GB', 'CA']",NA,6.6,16302
"ts1475","Chosen","SHOW","A 17-year-old girl's world is turned upside down when she and her friends make a disturbing discovery in their quiet Danish town.",2022,"TV-MA",44,"['scifi', 'thriller', 'drama']","['DK']",1,4.3,1111
"tm1108321","Dave Chappelle: The Closer","MOVIE","As he closes out his slate of comedy specials, Dave takes the stage to try and set the record straight — and get a few things off his chest.",2021,"",72,"['comedy']","['US']",NA,8,24903
"ts297846","An astrological guide for broken hearts","SHOW","Mid-thirties and still single (certainly not by choice), Alice is working at a small television network in a job with limited upward mobility, despite often being the most competent person in the room. To add insult to injury, her ex-boyfriend Carlo is getting married and about to become a father. And as if that weren't enough, in the small television production company she works for, a new charming and mysterious creative director, Davide, arrives to put everyone to the test. Alice's life begins to change when she meets Tio, an actor on the network's flagship soap opera and self-professed astrological guru, who will soon become her personal ""astrological guide for broken hearts"".",2021,"TV-14",34,"['comedy', 'romance']","['IT']",2,7.1,2827
"tm992260","Yes Day","MOVIE","A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.",2021,"PG",86,"['comedy', 'family']","['US']",NA,5.7,23141
"ts329885","Standing Up","SHOW","From odd jobs to the hunt for viral fame, making a career in stand-up comedy isn't easy, but four friends risk everything to make the world laugh.",2022,"TV-MA",46,"['comedy', 'drama']","['FR']",1,6.2,133
"ts296563","Who Rules The World","SHOW","A legendary wuxia romance that focuses on the decade-long romance between Hei Fengxi and Bai Fengxi, and the adventures they embark on together.",2022,"TV-PG",44,"['drama', 'fantasy', 'romance']","['CN']",1,9.2,81
"ts304053","Countdown: Inspiration4 Mission to Space","SHOW","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021,"TV-14",50,"['documentation']","['US']",1,7.9,1642
"ts284702","This Is a Robbery: The World's Biggest Art Heist","SHOW","In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.",2021,"TV-MA",53,"['crime', 'history', 'documentation']","['US']",1,6.5,4246
"tm1079334","Bob Ross: Happy Accidents, Betrayal & Greed","MOVIE","Bob Ross brought joy to millions as the world's most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.",2021,"PG-13",92,"['documentation']","['US', 'NL']",NA,6.9,5674
"tm459789","The Lovebirds","MOVIE","A couple experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme – and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.",2021,"R",87,"['action', 'romance', 'comedy', 'crime', 'thriller']","['US']",NA,6,25460
"tm919880","Final Account","MOVIE","A depiction of the last living generation of German participants in Adolf Hitler’s Third Reich.",2021,"PG-13",94,"['documentation']","['US', 'GB']",NA,7.1,950
"ts299865","Heist","SHOW","Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.",2021,"TV-MA",43,"['crime', 'documentation']","['US']",1,6.8,1698
"ts288744","The Sound of Magic","SHOW","An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.",2022,"TV-14",69,"['drama', 'fantasy', 'music']","['KR']",1,8,982
"tm863351","The God Committee","MOVIE","An organ transplant committee has one hour to decide which of three patients deserves a life-saving heart. Seven years later, the committee members struggle with the consequences of that fateful decision.",2021,"",98,"['drama', 'thriller']","['US']",NA,5.8,3761
"tm976166","Malcolm & Marie","MOVIE","As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",2021,"R",106,"['drama', 'romance']","['US']",NA,6.6,35760
